,decimalLatitude,decimalLongitude,eventDate,Year,Month,Day,Depth,Volume,ParentEventID,h0,h1,h2,h3,measurementValue_vol_0.00050m_0.00150m,measurementValue_vol_0.00050m_0.00150m_detlim.,measurementValue_vol_0.00150m_0.00500m,measurementValue_vol_0.00150m_0.00500m_detlim.,measurementValue_vol_0.00500m_0.01500m,measurementValue_vol_0.00500m_0.01500m_detlim.,measurementValue_vol_0.01500m_0.05000m,measurementValue_vol_0.01500m_0.05000m_detlim.,measurementValue_vol_0.00050m_0.05000m_detlim,measurementValue_vol_0.00050m_0.05000m_nodetlim,measurementUnit_vol
5,25.1401,-151.9014,2018-01-11,2018,1,11,21.03733,381.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,7.217847769028976e-07,1,7.3490813648294615e-06,0,9.776902887139053e-06,1,,1,1.7847769028871413e-05,7.3490813648294615e-06,gm-3
6,25.1401,-151.9014,2018-01-11,2018,1,11,6.96226,136.0,Egger_2020_SR,577445914721910783,582604823279435775,587106773639364607,591610235827781631,3.676470588235297e-06,0,1.6176470588235144e-05,1,2.7389705882352785e-05,1,,1,4.724264705882322e-05,3.676470588235297e-06,gm-3
7,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,1352.59701,3465.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,7.936507936508051e-08,1,6.34920634920629e-07,1,1.075036075036069e-06,1,,1,1.7893217893217786e-06,0.0,gm-3
8,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,900.5396,2490.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,1.1044176706827469e-07,1,8.835341365461766e-07,1,1.4959839357429633e-06,1,,1,2.4899598393574144e-06,0.0,gm-3
9,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,461.63634,2528.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,1.0878164556962182e-07,1,8.70253164556954e-07,1,1.4734968354430296e-06,1,,1,2.4525316455696052e-06,0.0,gm-3
10,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,316.71516,2490.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,1.1044176706827469e-07,1,9.31726907630522e-06,0,1.4959839357429633e-06,1,,1,1.0923694779116458e-05,9.31726907630522e-06,gm-3
11,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,171.8287,2515.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,7.952286282305287e-08,0,2.0675944333996174e-06,0,1.4811133200795145e-06,1,,1,3.628230616302185e-06,2.1471172962226704e-06,gm-3
12,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,105.64214,2541.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,1.219992129083035e-06,0,8.658008658008578e-07,1,1.465958284140094e-06,1,,1,3.5517512790239867e-06,1.219992129083035e-06,gm-3
13,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,66.81015,2426.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,5.358615004122108e-07,0,9.068425391591013e-07,1,1.5354492992580293e-06,1,,1,2.9781533388293415e-06,5.358615004122108e-07,gm-3
14,28.704433333333338,-147.01723333333334,2018-03-11,2018,3,11,24.41089,2566.0,Egger_2020_SR,577445914721910783,581931922163236863,586434972034793471,590937128553152511,1.1691348402182394e-06,0,8.573655494933671e-07,1,1.4516757599376378e-06,1,,1,3.478176149649244e-06,1.1691348402182394e-06,gm-3
15,30.583366666666667,-145.0625,2018-11-13,2018,11,13,1140.0,14805.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.857480580884863e-08,1,1.4859844647078554e-07,1,2.5160418777439913e-07,1,,1,4.187774400540333e-07,0.0,gm-3
16,30.583366666666667,-145.0625,2018-11-13,2018,11,13,393.06087,1485.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,2.154882154882142e-06,0,1.414141414141408e-06,0,2.508417508417494e-06,1,,1,6.0774410774410436e-06,3.5690235690235495e-06,gm-3
17,30.583366666666667,-145.0625,2018-11-13,2018,11,13,296.23325,2807.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,3.5625222657637685e-08,0,2.137513359458459e-07,0,1.3270395439971424e-06,1,,1,1.576416102600626e-06,2.493765586034836e-07,gm-3
18,30.583366666666667,-145.0625,2018-11-13,2018,11,13,171.44879,2677.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.0272693313410682e-07,1,8.218154650728352e-07,1,1.3914830033619645e-06,1,,1,2.3160254015689068e-06,0.0,gm-3
19,30.583366666666667,-145.0625,2018-11-13,2018,11,13,88.31351,2544.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,7.861635220127103e-08,0,2.7515723270441584e-07,0,1.4544025157232411e-06,0,,1,1.808176100628928e-06,1.808176100628928e-06,gm-3
20,30.583366666666667,-145.0625,2018-11-13,2018,11,13,52.62971,2073.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.3265798359865122e-07,1,1.0612638687891845e-06,1,1.7969126869271485e-06,1,,1,2.9908345393149843e-06,0.0,gm-3
21,30.583366666666667,-145.0625,2018-11-13,2018,11,13,29.8616,1355.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,6.273062730627312e-06,0,7.675276752767501e-06,0,2.749077490774892e-06,1,,1,1.6697416974169703e-05,1.3948339483394813e-05,gm-3
22,30.5572,-145.043,2018-11-15,2018,11,15,1751.02863,4850.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,5.670103092783587e-08,1,4.5360824742267626e-07,1,7.680412371133977e-07,1,,1,1.2783505154639099e-06,0.0,gm-3
23,30.5572,-145.043,2018-11-15,2018,11,15,1340.15769,2671.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,1.0295769374766154e-07,1,2.1340321976787864e-06,0,1.394608760763751e-06,1,,1,3.6315986521901986e-06,2.1340321976787864e-06,gm-3
24,30.5572,-145.043,2018-11-15,2018,11,15,888.35699,4162.0,Egger_2020_SR,577445914721910783,581918728023703551,586433872523165695,590937265992105983,6.607400288323017e-08,1,5.285920230658288e-07,1,8.950024026910089e-07,1,,1,1.4896684286400678e-06,0.0,gm-3
